time	V(vrec)
1.599985766804860e-003	6.203936e+002
1.600018535392838e-003	6.178874e+002
1.600084072568794e-003	6.105521e+002
1.600215146920706e-003	6.055792e+002
1.600388430506187e-003	6.053619e+002
1.601203741545307e-003	6.043545e+002
1.602019052584427e-003	6.033383e+002
1.602834363623546e-003	6.023132e+002
1.603649674662666e-003	6.012792e+002
1.604464985701785e-003	6.002364e+002
1.605280296740905e-003	5.991847e+002
1.606095607780025e-003	5.981241e+002
1.607581434443010e-003	5.962094e+002
1.609067261105995e-003	5.942614e+002
1.610553087768980e-003	5.922803e+002
1.612038914431966e-003	5.902661e+002
1.613524741094951e-003	5.882186e+002
1.615010567757936e-003	5.861380e+002
1.616496394420921e-003	5.840242e+002
1.617769960132052e-003	5.821824e+002
1.617850821447044e-003	5.820640e+002
1.618012858468195e-003	5.818251e+002
1.618017259944520e-003	5.818174e+002
1.618022290203178e-003	5.818078e+002
1.618032350720492e-003	5.817778e+002
1.618052471755122e-003	5.804578e+002
1.618092713824381e-003	5.734152e+002
1.618093971389045e-003	5.721286e+002
1.618096486518374e-003	5.669325e+002
1.618097115300706e-003	5.648674e+002
1.618098372865370e-003	5.588900e+002
1.618098687256536e-003	5.565016e+002
1.618099316038869e-003	5.492401e+002
1.618099473234451e-003	5.464837e+002
1.618099512533347e-003	5.453732e+002
1.618099591131139e-003	5.423522e+002
1.618099610780587e-003	5.413251e+002
1.618099627973854e-003	5.398877e+002
1.618099632886216e-003	5.392512e+002
1.618099634114306e-003	5.390499e+002
1.618099636570487e-003	5.385468e+002
1.618099637184532e-003	5.383727e+002
1.618099638412623e-003	5.378774e+002
1.618099638719646e-003	5.376643e+002
1.618099638798800e-003	5.375695e+002
1.618099638829317e-003	5.374677e+002
1.618099638836947e-003	5.374464e+002
1.618099638838854e-003	5.374448e+002
1.618099763838854e-003	5.819649e+002
1.618100763838854e-003	6.194935e+002
1.618101013838854e-003	6.199618e+002
1.618101076338854e-003	6.200269e+002
1.618101451338854e-003	6.201686e+002
1.618101951338854e-003	6.203127e+002
1.618102951338854e-003	6.205173e+002
1.618104951338854e-003	6.207571e+002
1.618108951338854e-003	6.209506e+002
1.618116951338854e-003	6.210240e+002
1.618132951338854e-003	6.210264e+002
1.618164951338854e-003	6.210246e+002
1.618228951338854e-003	6.210211e+002
1.618356951338854e-003	6.210139e+002
1.618497786002158e-003	6.210060e+002
1.624047710181039e-003	6.205900e+002
1.624052420207227e-003	6.205895e+002
1.624061840259603e-003	6.205886e+002
1.624080680364356e-003	6.205866e+002
1.624080772696398e-003	6.205866e+002
1.624080957360483e-003	6.205866e+002
1.624081326688652e-003	6.205865e+002
1.624082065344991e-003	6.205865e+002
1.624083542657668e-003	6.205863e+002
1.624085010980179e-003	6.205862e+002
1.624087947625200e-003	6.205859e+002
1.624091139145278e-003	6.205855e+002
1.624097522185435e-003	6.205848e+002
1.624110288265748e-003	6.205836e+002
1.624130457069008e-003	6.205814e+002
1.624138434571068e-003	6.205806e+002
1.624152664966298e-003	6.205791e+002
1.624169151340049e-003	6.205774e+002
1.624198542656406e-003	6.205743e+002
1.624257325289121e-003	6.205681e+002
1.624317875304415e-003	6.205616e+002
1.624373370791337e-003	6.205555e+002
1.624472159317900e-003	6.205447e+002
1.624675728244345e-003	6.205219e+002
1.624725851887398e-003	6.205162e+002
1.624763176261325e-003	6.205119e+002
1.624837504606339e-003	6.205032e+002
1.624986161296366e-003	6.204856e+002
1.624990806817929e-003	6.204850e+002
1.625000097861056e-003	6.204839e+002
1.625018679947309e-003	6.204816e+002
1.625055844119816e-003	6.204771e+002
1.625060462842054e-003	6.204766e+002
1.625069700286529e-003	6.204755e+002
1.625088175175480e-003	6.204732e+002
1.625125124953383e-003	6.204686e+002
1.625199024509187e-003	6.204595e+002
1.625201333870306e-003	6.204592e+002
1.625205952592544e-003	6.204586e+002
1.625215190037020e-003	6.204574e+002
1.625233664925971e-003	6.181871e+002
1.625270614703873e-003	6.112458e+002
1.625344514259678e-003	6.061083e+002
1.625362989148629e-003	6.060139e+002
1.625399938926531e-003	6.059680e+002
1.626187450016499e-003	6.049985e+002
1.626974961106467e-003	6.040208e+002
1.627762472196434e-003	6.030348e+002
1.628549983286402e-003	6.020405e+002
1.629337494376369e-003	6.010380e+002
1.630125005466337e-003	6.000273e+002
1.630912516556304e-003	5.990083e+002
1.632449010958273e-003	5.970404e+002
1.633985505360242e-003	5.950377e+002
1.635521999762211e-003	5.930002e+002
1.637058494164180e-003	5.909278e+002
1.638594988566149e-003	5.888205e+002
1.640131482968118e-003	5.866784e+002
1.641667977370087e-003	5.845015e+002
1.641918833598980e-003	5.841420e+002
1.642253308570837e-003	5.836616e+002
1.642257228199413e-003	5.836560e+002
1.642262454370849e-003	5.836485e+002
1.642272906713719e-003	5.836334e+002
1.642293811399460e-003	5.836033e+002
1.642419239513907e-003	5.834225e+002
1.642591703171270e-003	5.831735e+002
1.642623060199882e-003	5.831282e+002
1.642664869571364e-003	5.830677e+002
1.642748488314329e-003	5.829460e+002
1.642915725800257e-003	5.827010e+002
1.642916050928346e-003	5.827005e+002
1.642916701184525e-003	5.826994e+002
1.642918001696882e-003	5.826971e+002
1.642920602721596e-003	5.826924e+002
1.642925804771023e-003	5.826819e+002
1.642936208869879e-003	5.826456e+002
1.642957017067590e-003	5.793915e+002
1.642998633463013e-003	5.590017e+002
1.642999933975370e-003	5.524520e+002
1.643000259103459e-003	5.477528e+002
1.643000340385481e-003	5.456839e+002
1.643000360705987e-003	5.448987e+002
1.643000401346998e-003	5.428450e+002
1.643000411507251e-003	5.421586e+002
1.643000414047314e-003	5.419462e+002
1.643000419127440e-003	5.413891e+002
1.643000429287693e-003	5.399213e+002
1.643000429605201e-003	5.398467e+002
1.643000430240217e-003	5.396412e+002
1.643000430398971e-003	5.395812e+002
1.643000430716479e-003	5.394428e+002
1.643000430795856e-003	5.394028e+002
1.643000430954609e-003	5.392994e+002
1.643000431272117e-003	5.390290e+002
1.643000431282040e-003	5.390107e+002
1.643000431301884e-003	5.389581e+002
1.643000431306845e-003	5.389398e+002
1.643000431316767e-003	5.388885e+002
1.643000431319247e-003	5.388659e+002
1.643000431319868e-003	4.571182e+002
1.643000431321108e-003	4.577143e+001
1.643000431321168e-003	3.385521e+001
1.643000556321167e-003	3.649721e+002
1.643000681321167e-003	5.263395e+002
1.643001681321167e-003	6.197531e+002
1.643001931321167e-003	6.200323e+002
1.643001993821167e-003	6.200732e+002
1.643002368821167e-003	6.202039e+002
1.643002868821167e-003	6.203383e+002
1.643003868821167e-003	6.205305e+002
1.643005868821167e-003	6.207548e+002
1.643009868821167e-003	6.209310e+002
1.643017868821167e-003	6.209943e+002
1.643033868821167e-003	6.209946e+002
1.643065868821167e-003	6.209927e+002
1.643129868821167e-003	6.209891e+002
1.643257868821167e-003	6.209816e+002
1.643398284276006e-003	6.209734e+002
1.648468121658713e-003	6.205811e+002
1.648696300260807e-003	6.205568e+002
1.648710561423438e-003	6.205553e+002
1.648767606073961e-003	6.205491e+002
1.648843665607992e-003	6.205406e+002
1.648850796189308e-003	6.205399e+002
1.648860303631061e-003	6.205388e+002
1.648879318514569e-003	6.205367e+002
1.648917348281585e-003	6.205325e+002
1.648918536711804e-003	6.205323e+002
1.648920913572243e-003	6.205320e+002
1.648925667293120e-003	6.205315e+002
1.648935174734873e-003	6.205305e+002
1.648954189618381e-003	6.205283e+002
1.648973085022102e-003	6.205261e+002
1.648983021711368e-003	6.205250e+002
1.648991279072896e-003	6.205241e+002
1.648999454559701e-003	6.205231e+002
1.649015527801689e-003	6.205213e+002
1.649037641771605e-003	6.205188e+002
1.649081869711438e-003	6.205137e+002
1.649170325591102e-003	6.205034e+002
1.649263997998610e-003	6.204923e+002
1.649350923618103e-003	6.204819e+002
1.649503245563254e-003	6.204631e+002
1.649541326049542e-003	6.204584e+002
1.649617487022118e-003	6.204488e+002
1.649769808967269e-003	6.204291e+002
1.649802601863950e-003	6.204249e+002
1.649868187657312e-003	6.204161e+002
1.649999359244035e-003	6.203984e+002
1.650001398685017e-003	6.203982e+002
1.650001908545262e-003	6.203981e+002
1.650002928265753e-003	6.203979e+002
1.650004967706735e-003	6.203977e+002
1.650009046588698e-003	6.203971e+002
1.650017204352624e-003	6.203960e+002
1.650033519880476e-003	6.203937e+002
1.650066150936180e-003	6.203892e+002
1.650131413047587e-003	6.182985e+002
1.650147728575439e-003	6.153086e+002
1.650180359631143e-003	6.087306e+002
1.650245621742551e-003	6.053802e+002
1.650376145965366e-003	6.051633e+002
1.651386570673172e-003	6.039108e+002
1.652396995380978e-003	6.026441e+002
1.653407420088784e-003	6.013634e+002
1.654417844796590e-003	6.000686e+002
1.655428269504396e-003	5.987597e+002
1.656438694212201e-003	5.974367e+002
1.657449118920007e-003	5.960996e+002
1.658951701643308e-003	5.941479e+002
1.660454284366609e-003	5.921582e+002
1.661956867089910e-003	5.901305e+002
1.663459449813210e-003	5.880648e+002
1.664962032536511e-003	5.859612e+002
1.666464615259812e-003	5.838196e+002
1.667967197983113e-003	5.816400e+002
1.668075982252673e-003	5.814764e+002
1.668293550791794e-003	5.811359e+002
1.668293973958392e-003	5.811347e+002
1.668294820291587e-003	5.811313e+002
1.668296512957978e-003	5.811239e+002
1.668299898290761e-003	5.811047e+002
1.668306668956325e-003	5.810292e+002
1.668320210287455e-003	5.794591e+002
1.668347292949713e-003	5.717766e+002
1.668348139282909e-003	5.708254e+002
1.668349831949300e-003	5.649398e+002
1.668353217282082e-003	5.438143e+002
1.668353323073732e-003	5.412584e+002
1.668353349521644e-003	5.398116e+002
1.668353356133622e-003	5.391609e+002
1.668353369357579e-003	5.372964e+002
1.668353369770827e-003	5.371678e+002
1.668353370597325e-003	5.367324e+002
1.668353370627842e-003	5.367044e+002
1.668353370688877e-003	5.365224e+002
1.668353370689116e-003	5.365219e+002
1.668354370689116e-003	5.984743e+002
1.668355370689116e-003	6.199162e+002
1.668355620689116e-003	6.202714e+002
1.668355683189116e-003	6.203318e+002
1.668356058189116e-003	6.204226e+002
1.668356558189116e-003	6.205217e+002
1.668357558189116e-003	6.206709e+002
1.668359558189116e-003	6.208524e+002
1.668363558189116e-003	6.209971e+002
1.668371558189116e-003	6.210482e+002
1.668387558189116e-003	6.210479e+002
1.668419558189116e-003	6.210462e+002
1.668483558189116e-003	6.210428e+002
1.668611558189116e-003	6.210359e+002
1.668751728112811e-003	6.210283e+002
1.669524117366708e-003	6.209845e+002
1.670296506620605e-003	6.209371e+002
1.671068895874502e-003	6.208859e+002
1.671841285128399e-003	6.208310e+002
1.672613674382296e-003	6.207723e+002
1.673386063636193e-003	6.207100e+002
1.674158452890090e-003	6.206439e+002
1.674168015939633e-003	6.206429e+002
1.674187142038718e-003	6.206411e+002
1.674225394236890e-003	6.206375e+002
1.674229530951711e-003	6.206371e+002
1.674229992414440e-003	6.206370e+002
1.674230915339897e-003	6.206370e+002
1.674232761190812e-003	6.206368e+002
1.674237869576162e-003	6.206363e+002
1.674242819474971e-003	6.206358e+002
1.674252719272589e-003	6.206348e+002
1.674272518867826e-003	6.206329e+002
1.674312118058299e-003	6.206291e+002
1.674391316439246e-003	6.206213e+002
1.674474264059953e-003	6.206131e+002
1.674551059913989e-003	6.206053e+002
1.674685953523876e-003	6.205916e+002
1.674955740743650e-003	6.205634e+002
1.674980932513440e-003	6.205606e+002
1.675014521539827e-003	6.205570e+002
1.675046834648233e-003	6.205535e+002
1.675111460865045e-003	6.205464e+002
1.675117519572871e-003	6.205458e+002
1.675125597849973e-003	6.205449e+002
1.675141754404176e-003	6.205431e+002
1.675174067512582e-003	6.205395e+002
1.675206192820840e-003	6.205359e+002
1.675270443437357e-003	6.205287e+002
1.675339463791549e-003	6.182182e+002
1.675477504499932e-003	6.080551e+002
1.675512014677028e-003	6.066464e+002
1.676177689954205e-003	6.058306e+002
1.676843365231381e-003	6.050092e+002
1.677509040508557e-003	6.041821e+002
1.678174715785733e-003	6.033494e+002
1.678840391062909e-003	6.025111e+002
1.679506066340085e-003	6.016671e+002
1.680171741617261e-003	6.008175e+002
1.681463443225149e-003	5.991816e+002
1.682755144833037e-003	5.975228e+002
1.684046846440925e-003	5.958412e+002
1.685338548048813e-003	5.941368e+002
1.686630249656701e-003	5.924096e+002
1.687921951264589e-003	5.906596e+002
1.689213652872477e-003	5.888867e+002
1.689525594417239e-003	5.884541e+002
1.689837535962001e-003	5.880203e+002
1.690149477506763e-003	5.875853e+002
1.690461419051525e-003	5.871491e+002
1.690773360596287e-003	5.867118e+002
1.691085302141049e-003	5.862733e+002
1.691397243685811e-003	5.858336e+002
1.691423604943115e-003	5.857963e+002
1.691669643344618e-003	5.854474e+002
1.691950830089192e-003	5.850472e+002
1.692513203578340e-003	5.842446e+002
1.692519793892666e-003	5.842351e+002
1.692546155149970e-003	5.841973e+002
1.692651600179186e-003	5.840461e+002
1.692792193551473e-003	5.837720e+002
1.693073380296047e-003	5.829946e+002
1.693073927508278e-003	5.829794e+002
1.693075021932742e-003	5.829172e+002
1.693077210781668e-003	5.827548e+002
1.693081588479520e-003	5.821533e+002
1.693090617481340e-003	5.802029e+002
1.693092259118035e-003	5.793821e+002
1.693094447966961e-003	5.776353e+002
1.693098825664813e-003	5.724032e+002
1.693099920089277e-003	5.698553e+002
1.693102108938203e-003	5.612943e+002
1.693102656150434e-003	5.578929e+002
1.693102792953492e-003	5.565609e+002
1.693103066559608e-003	5.531770e+002
1.693103134961137e-003	5.520760e+002
1.693103271764195e-003	5.492687e+002
1.693103305964959e-003	5.483580e+002
1.693103374366488e-003	5.460272e+002
1.693103391466870e-003	5.451869e+002
1.693103425667635e-003	5.427982e+002
1.693103436355374e-003	5.415110e+002
1.693103437958535e-003	5.411118e+002
1.693103438893712e-003	5.407249e+002
1.693103439160905e-003	5.405372e+002
1.693103439227703e-003	5.404748e+002
1.693103439244403e-003	5.404553e+002
1.693103439277802e-003	5.404113e+002
1.693103439286152e-003	5.403979e+002
1.693103439302852e-003	5.403627e+002
1.693103439336251e-003	5.402675e+002
1.693103439337295e-003	5.046995e+002
1.693103439339382e-003	2.692538e+002
1.693103439339904e-003	1.294942e+002
1.693103439340035e-003	8.014691e+001
1.693103439340067e-003	6.785619e+001
1.693103439340132e-003	4.164034e+001
1.693103439340192e-003	2.895378e+001
1.693103564340192e-003	3.598688e+002
1.693103689340192e-003	6.188849e+002
1.693103689344006e-003	6.188883e+002
1.693104689344006e-003	6.198555e+002
1.693105689344006e-003	6.202029e+002
1.693107689344006e-003	6.205760e+002
1.693111689344006e-003	6.208546e+002
1.693119689344006e-003	6.209575e+002
1.693135689344006e-003	6.209637e+002
1.693167689344006e-003	6.209618e+002
1.693231689344006e-003	6.209579e+002
1.693359689344006e-003	6.209502e+002
1.693501019494387e-003	6.209415e+002
1.693791384212344e-003	6.209233e+002
1.699079157853009e-003	6.204631e+002
1.699088485788869e-003	6.204619e+002
1.699107141660589e-003	6.204596e+002
1.699144453404030e-003	6.204550e+002
1.699149088818322e-003	6.204543e+002
1.699152280321069e-003	6.204539e+002
1.699156816283274e-003	6.204534e+002
1.699161105936046e-003	6.204528e+002
1.699169685241590e-003	6.204517e+002
1.699186843852678e-003	6.204496e+002
1.699221161074854e-003	6.204452e+002
1.699289795519207e-003	6.204363e+002
1.699360757005311e-003	6.204271e+002
1.699426303256307e-003	6.204184e+002
1.699541991320740e-003	6.204027e+002
1.699773367449606e-003	6.203706e+002
1.699820682608647e-003	6.203638e+002
1.699845617684127e-003	6.203602e+002
1.699895487835086e-003	6.203529e+002
1.699995228137003e-003	6.203381e+002
1.700020163212483e-003	6.203344e+002
1.700070033363442e-003	6.203268e+002
1.700071658738172e-003	6.203265e+002
1.700072065081854e-003	6.203265e+002
1.700072877769220e-003	6.203264e+002
1.700074503143950e-003	6.203261e+002
1.700077753893410e-003	6.203256e+002
1.700084255392330e-003	6.203246e+002
1.700097258390171e-003	6.203226e+002
1.700123264385853e-003	6.203186e+002
1.700175276377216e-003	6.203105e+002
1.700188279375057e-003	6.203085e+002
1.700214285370738e-003	6.203044e+002
1.700266297362102e-003	6.176874e+002
1.700370321344828e-003	6.098070e+002
1.700578369310282e-003	6.043691e+002
1.700767920007893e-003	6.041339e+002
1.701527314028715e-003	6.031875e+002
1.702286708049536e-003	6.022334e+002
1.703046102070358e-003	6.012717e+002
1.703805496091180e-003	6.003022e+002
1.704564890112001e-003	5.993251e+002
1.705324284132823e-003	5.983402e+002
1.706083678153644e-003	5.973477e+002
1.707734544321558e-003	5.952059e+002
1.709385410489470e-003	5.930222e+002
1.711036276657384e-003	5.907966e+002
1.712687142825297e-003	5.885290e+002
1.714338008993210e-003	5.862195e+002
1.715988875161123e-003	5.838681e+002
1.717639741329036e-003	5.814748e+002
1.717715643221814e-003	5.813524e+002
1.717791133326935e-003	5.812063e+002
1.717792261815404e-003	5.812015e+002
1.717794518792342e-003	5.811853e+002
1.717799032746219e-003	5.811351e+002
1.717808060653973e-003	5.807961e+002
1.717826116469481e-003	5.794646e+002
1.717826680713715e-003	5.793762e+002
1.717827809202184e-003	5.790928e+002
1.717830066179123e-003	5.783086e+002
1.717834580133000e-003	5.737462e+002
1.717843608040754e-003	5.558917e+002
1.717843890162871e-003	5.538068e+002
1.717844454407106e-003	5.451257e+002
1.717844595468164e-003	5.407961e+002
1.717844631835468e-003	5.384633e+002
1.717844635692607e-003	5.376796e+002
1.717844637896685e-003	5.368321e+002
1.717844637965563e-003	5.367611e+002
1.717844637982782e-003	5.367287e+002
1.717844638017221e-003	5.365961e+002
1.717844638021036e-003	5.365661e+002
1.717844638024850e-003	5.365521e+002
1.717844638028665e-003	5.365671e+002
1.717844653653665e-003	5.810063e+002
1.717844778653665e-003	6.182623e+002
1.717844809903665e-003	6.186393e+002
1.717844817716165e-003	6.186904e+002
1.717844927091165e-003	6.189845e+002
1.717845052091165e-003	6.192038e+002
1.717845302091165e-003	6.194937e+002
1.717845802091165e-003	6.198414e+002
1.717846802091165e-003	6.202247e+002
1.717848802091165e-003	6.206066e+002
1.717852802091165e-003	6.209039e+002
1.717860802091165e-003	6.210308e+002
1.717876802091165e-003	6.210446e+002
1.717908802091165e-003	6.210429e+002
1.717972802091165e-003	6.210395e+002
1.718100802091165e-003	6.210325e+002
1.718242982372983e-003	6.210248e+002
1.723816127965569e-003	6.206216e+002
1.723820725224228e-003	6.206211e+002
1.723829919741546e-003	6.206202e+002
1.723848308776182e-003	6.206184e+002
1.723848398897246e-003	6.206184e+002
1.723848579139375e-003	6.206183e+002
1.723848939623631e-003	6.206183e+002
1.723849660592143e-003	6.206183e+002
1.723851102529169e-003	6.206181e+002
1.723853986403219e-003	6.206179e+002
1.723856852763488e-003	6.206176e+002
1.723862585484025e-003	6.206170e+002
1.723868812402657e-003	6.206163e+002
1.723881266239921e-003	6.206151e+002
1.723903337766515e-003	6.206129e+002
1.723913665577548e-003	6.206119e+002
1.723928354891771e-003	6.206104e+002
1.723945515997795e-003	6.206087e+002
1.723970368386299e-003	6.206062e+002
1.724011561629948e-003	6.206021e+002
1.724052190263147e-003	6.205979e+002
1.724091489156593e-003	6.205939e+002
1.724160685648662e-003	6.205867e+002
1.724277124167196e-003	6.205745e+002
1.724482240029145e-003	6.205526e+002
1.724533518994632e-003	6.205470e+002
1.724636076925607e-003	6.205356e+002
1.724661716408350e-003	6.205328e+002
1.724712995373838e-003	6.205270e+002
1.724725815115209e-003	6.205255e+002
1.724751454597953e-003	6.205226e+002
1.724802733563440e-003	6.205167e+002
1.724804744619224e-003	6.205165e+002
1.724805247383170e-003	6.205165e+002
1.724806252911061e-003	6.205164e+002
1.724808263966845e-003	6.205161e+002
1.724812286078412e-003	6.205156e+002
1.724820330301545e-003	6.205147e+002
1.724828326040428e-003	6.205138e+002
1.724844317518193e-003	6.205120e+002
1.724861653423354e-003	6.205099e+002
1.724896325233677e-003	6.205059e+002
1.724965668854322e-003	6.204977e+002
1.724967835842468e-003	6.204975e+002
1.724972169818758e-003	6.204970e+002
1.724980837771339e-003	6.204960e+002
1.724998173676500e-003	6.192429e+002
1.725032845486823e-003	6.143978e+002
1.725102189107468e-003	6.085967e+002
1.725240876348759e-003	6.062729e+002
1.725398127990579e-003	6.060787e+002
1.726089618020442e-003	6.052285e+002
1.726781108050304e-003	6.043720e+002
1.727472598080166e-003	6.035092e+002
1.728164088110028e-003	6.026402e+002
1.728855578139891e-003	6.017649e+002
1.729547068169753e-003	6.008833e+002
1.730238558199615e-003	5.999955e+002
1.731912228336628e-003	5.978614e+002
1.733585898473641e-003	5.956874e+002
1.735259568610653e-003	5.934735e+002
1.736933238747666e-003	5.912196e+002
1.738606908884679e-003	5.889257e+002
1.740280579021692e-003	5.865919e+002
1.741954249158705e-003	5.842181e+002
1.742099278988759e-003	5.838973e+002
1.742389338648868e-003	5.828936e+002
1.742389903173008e-003	5.828690e+002
1.742391032221287e-003	5.827646e+002
1.742393290317846e-003	5.824830e+002
1.742397806510963e-003	5.813518e+002
1.742406838897198e-003	5.771939e+002
1.742409096993757e-003	5.742411e+002
1.742413613186875e-003	5.614560e+002
1.742414742235154e-003	5.539698e+002
1.742415024497224e-003	5.499922e+002
1.742415112704121e-003	5.478385e+002
1.742415156807569e-003	5.462067e+002
1.742415174448949e-003	5.452191e+002
1.742415210834293e-003	5.425794e+002
1.742415217863281e-003	5.410883e+002
1.742415218414574e-003	5.407354e+002
1.742415218431802e-003	5.407118e+002
1.742415218466257e-003	5.406442e+002
1.742415218474871e-003	5.406216e+002
1.742415218492099e-003	5.405615e+002
1.742415218496406e-003	5.405392e+002
1.742415218497483e-003	5.405289e+002
1.742415218499637e-003	4.461914e+002
1.742415218500175e-003	3.079697e+002
1.742415218500310e-003	2.538710e+002
1.742415218500579e-003	1.522190e+002
1.742415218500646e-003	1.268249e+002
1.742415218500781e-003	7.598374e+001
1.742415218500814e-003	6.329651e+001
1.742415218500881e-003	3.641363e+001
1.742415218500941e-003	2.382307e+001
1.742415343500941e-003	3.578174e+002
1.742415468500941e-003	5.221039e+002
1.742416468500941e-003	6.197449e+002
1.742416718500941e-003	6.200236e+002
1.742416781000941e-003	6.200644e+002
1.742417156000941e-003	6.201942e+002
1.742417656000941e-003	6.203275e+002
1.742418656000941e-003	6.205171e+002
1.742420656000941e-003	6.207351e+002
1.742424656000941e-003	6.209012e+002
1.742432656000941e-003	6.209579e+002
1.742448656000941e-003	6.209574e+002
1.742480656000941e-003	6.209554e+002
1.742544656000941e-003	6.209515e+002
1.742672656000941e-003	6.209437e+002
1.742812743049546e-003	6.209351e+002
1.747919474474245e-003	6.205073e+002
1.748149456987845e-003	6.204800e+002
1.748163830894945e-003	6.204782e+002
1.748221326523346e-003	6.204712e+002
1.748297987361212e-003	6.204617e+002
1.748305174314762e-003	6.204608e+002
1.748333922128962e-003	6.204572e+002
1.748372252547896e-003	6.204524e+002
1.748448913385763e-003	6.204426e+002
1.748451309036946e-003	6.204423e+002
1.748456100339312e-003	6.204417e+002
1.748465682944046e-003	6.204404e+002
1.748484848153513e-003	6.204380e+002
1.748484926228735e-003	6.204380e+002
1.748485082379181e-003	6.204379e+002
1.748485394680073e-003	6.204379e+002
1.748486019281857e-003	6.204378e+002
1.748486640077908e-003	6.204377e+002
1.748487881670011e-003	6.204376e+002
1.748489231462230e-003	6.204374e+002
1.748491931046667e-003	6.204371e+002
1.748497330215542e-003	6.204363e+002
1.748508128553291e-003	6.204349e+002
1.748522674189532e-003	6.204330e+002
1.748534539701771e-003	6.204315e+002
1.748545862619807e-003	6.204301e+002
1.748563219752841e-003	6.204278e+002
1.748582010120926e-003	6.204253e+002
1.748609261398218e-003	6.204217e+002
1.748652689399813e-003	6.204160e+002
1.748696251410885e-003	6.204101e+002
1.748738329486970e-003	6.204044e+002
1.748811490751606e-003	6.203943e+002
1.748940584933651e-003	6.203761e+002
1.749169997007398e-003	6.203430e+002
1.749214173570043e-003	6.203364e+002
1.749235728993055e-003	6.203332e+002
1.749278839839080e-003	6.203266e+002
1.749365061531128e-003	6.203133e+002
1.749386616954141e-003	6.203099e+002
1.749429727800165e-003	6.203032e+002
1.749440505511671e-003	6.203015e+002
1.749443199939547e-003	6.203010e+002
1.749448588795301e-003	6.203002e+002
1.749456163675269e-003	6.202990e+002
1.749468507353742e-003	6.202971e+002
1.749482684658432e-003	6.202947e+002
1.749511039267812e-003	6.202902e+002
1.749567748486571e-003	6.202810e+002
1.749581925791261e-003	6.202787e+002
1.749610280400640e-003	6.180635e+002
1.749666989619399e-003	6.109877e+002
1.749780408056918e-003	6.051439e+002
1.749965314452248e-003	6.041423e+002
1.750490570175731e-003	6.034884e+002
1.751015825899214e-003	6.028312e+002
1.751541081622697e-003	6.021706e+002
1.752066337346180e-003	6.015067e+002
1.752591593069663e-003	6.008395e+002
1.753116848793146e-003	6.001689e+002
1.753642104516629e-003	5.994951e+002
1.756400658549953e-003	5.958826e+002
1.757928677354266e-003	5.938854e+002
1.759456696158578e-003	5.918501e+002
1.760984714962891e-003	5.897769e+002
1.762512733767203e-003	5.876656e+002
1.764040752571515e-003	5.855164e+002
1.765568771375828e-003	5.833291e+002
1.767096790180140e-003	5.811038e+002
1.767139892586911e-003	5.810402e+002
1.767182748612821e-003	5.809717e+002
1.767222416767169e-003	5.808983e+002
1.767223545862913e-003	5.808952e+002
1.767225804054402e-003	5.808865e+002
1.767230320437380e-003	5.808625e+002
1.767239353203336e-003	5.807505e+002
1.767254601137587e-003	5.804149e+002
1.767255077635533e-003	5.803953e+002
1.767256030631423e-003	5.803389e+002
1.767257936623205e-003	5.802004e+002
1.767261748606768e-003	5.797454e+002
1.767269372573894e-003	5.741080e+002
1.767284620508145e-003	5.492158e+002
1.767284680070388e-003	5.486331e+002
1.767284828975996e-003	5.457047e+002
1.767284888538239e-003	5.436675e+002
1.767285007662726e-003	5.378540e+002
1.767285011385366e-003	5.374103e+002
1.767285012316026e-003	5.371877e+002
1.767285014642676e-003	5.362668e+002
1.767285014657218e-003	5.362444e+002
1.767285014686301e-003	5.361736e+002
1.767285014716818e-003	5.360637e+002
1.767285014720633e-003	5.360286e+002
1.767285014724448e-003	5.359924e+002
1.767285014728262e-003	5.359941e+002
1.767285014728739e-003	5.360023e+002
1.767285014729216e-003	5.356214e+002
1.767285014729226e-003	5.356133e+002
1.767286014733040e-003	9.444666e+001
1.767286139733040e-003	4.280946e+002
1.767287139733040e-003	6.200960e+002
1.767287389733040e-003	6.203250e+002
1.767287452233040e-003	6.203666e+002
1.767287827233040e-003	6.204531e+002
1.767288327233040e-003	6.205479e+002
1.767289327233040e-003	6.206916e+002
1.767291327233040e-003	6.208672e+002
1.767295327233040e-003	6.210073e+002
1.767303327233040e-003	6.210567e+002
1.767312597772866e-003	6.210566e+002
1.767322178352714e-003	6.210561e+002
1.767332975147943e-003	6.210555e+002
1.767343976497747e-003	6.210549e+002
1.767355918239365e-003	6.210543e+002
1.767369849426579e-003	6.210536e+002
1.767386553447163e-003	6.210527e+002
1.767408683597328e-003	6.210515e+002
1.767440754444553e-003	6.210499e+002
1.767492456754904e-003	6.210471e+002
1.767643115292343e-003	6.210390e+002
1.767796104897337e-003	6.210308e+002
1.767903635837267e-003	6.210248e+002
1.768118697717127e-003	6.210129e+002
1.768548821476848e-003	6.209882e+002
1.769268318754010e-003	6.209449e+002
1.770015373402277e-003	6.208964e+002
1.770330772987758e-003	6.208763e+002
1.770646172573239e-003	6.208552e+002
1.770961572158720e-003	6.208330e+002
1.771276971744201e-003	6.208099e+002
1.771592371329682e-003	6.207857e+002
1.771907770915163e-003	6.207606e+002
1.772223170500644e-003	6.207344e+002
1.773030198160621e-003	6.206643e+002
1.773211779384116e-003	6.206474e+002
1.773393360607611e-003	6.206299e+002
1.773574941831106e-003	6.206120e+002
